label,text
0,说的太好了！谁是谁的幸运？谁又是谁的克星？冥冥之中，充满玄妙。谁也不是谁的谁，可谁又都可能是谁的谁。别说我身体受了重创拜他所赐，别说他的脆弱需要我来抚慰，既然老天安排了这一幕人生，又是这般巧合离奇，那么谁又能抗拒呢？抗拒是痛苦的。莫不如接受属于你的角色，安心入戏，把人生演绎到淋漓尽致。
0,仿佛在期待超人了。现代社会多元社会超人已死。“领导者”其实是一个团队，是“领导者们”。3、船长（舵手）极其重要，要有强烈的责任感、使命感、决断力、控制力4、船长不能受金钱、地位、女色的指使5、船长要有敏锐的预见力、处置力6、方向比速度重要千倍7、船沉时谁都难以幸免，无论穷富贵贱8、患难见真情，末路分贵贱9、仁爱赛千金，奉献贵无比10、方向错速度快是祸，方向对速度快是福。
0,我都喜欢，哈哈【多啦A 梦脸部表情大全】你喜欢哪个？
0,"虽然昨晚没睡好,今天的八公里很爽.可能是因为晚上气温比较低,适宜长跑.对周六的半马有很强信心啦!"
0,有iphone 客户端吗？暂搜了下没搜到
0,思想能切菜吗？微博，可以把思想的刀锋磨得更锋利。
0,天马行空赵薇黄晓明之【刘彻出巡】有点小恶搞
0,有我的一份世界杯赛事大竞踩！iPad 、iPhone4 大奖等你拿!.另外，只要评论这条微博，并到你自己的微博留底，世界杯结束时，我们将从者当中抽取一位，赠送一台iPad 平板电脑!
0,回复最是那幽幽的情丝缕缕不断缠缠绕绕才上心头又上眉头来来回回反反复复挥之不去闭目又来若有若无如轻风如细雨无处闪躲洋洋洒洒朦朦胧 胧 似沉醉似清醒曲曲折折深深浅浅翩翩而舞飘飘乎乎方寸之间穿越无限......簌簌梨花簌簌泪，寂寂阶前寂佳人。凄凄晓风凄残夜，漠漠平林漠眼神。姣姣花容姣罗襦 ，迟迟弄妆迟掩门。黯淡晨曦黯淡眉，朦胧窗棂朦胧心。惆怅梦醒惆怅晨，流连重逢流连分。朝暮盼归朝暮怨，久长两情久长存。【和相思令》】文心水木-静澜诗社
0,有天，你可以再傻一点真是太可愛 ^ ^
0,回复至情山水浓。思念是妈妈手中游子的衣衫，缝了又缝，依然难舍一针一线；相逢是恋人心中的桃源，盼了又盼，依然愿把那秋水望穿；相爱是人们梦中的流连，看了又看，依然宁愿饮尽寂寞孤单。蓝天再远终走不出妈妈慈爱的视线；桃源再仙终在恋人的眼中清晰呈现；流连再难终会灌溉爱的誓言，花开一瞬间
0,一激动就不行了。引郁金香犯罪。。。呸！是只要一陶醉就会想要歪头。。
0,今天又是艳阳高照！心情不错！
0,美疯了，狗剩好有爱啊肝在等着走红地毯& 狗剩
0,广东赛区一众选手亮相！详细请登录www .gdfashionneiyi .com 大赛官方网站！
0,快乐周五参加活动和的朋友，没有中奖没有关系，还有惊喜鼓励。一顶棒球帽和护腕会送给你，这个是法国球星齐达内的个人品牌，过个快乐凉爽有RP 的周末吧
0,【水仙凌波8、-十亩之间
0,準 備 要離 開 咖啡屋的最後一張 啦這 家咖啡屋在日本?
0,大冷门也好啊，免得都是意料之中，也无趣。瑞士人防守太厉害了，西班牙人向来命运多坎坷……
0,黄瓜兄，你可真是进可攻，退可守啊~ ~ 擦……能进能退乃真正法器自……宫？想将黄瓜雕成菊花？闹！太！套！
0,回复我说的是真话很佩服，作为80后，我们要好好学习。今天又有新的收获了，好开心。可能是瑜伽这是在学美体课吗？世博会上的美女都值得去看看
0,谢谢你们。。叨 鱺 哇！感谢亲的分享！PP 拍的真棒喔！感谢分享！深圳现场回顾~ 知道我是主持人口中“从早上一直等到现在（下午2点多）的狂热粉丝”后，在采访时还给了我一个特写POSE ~ 帅啊
0,回复经鉴定，夜间装修施工作业者一名~ 没内伤！就是好“事包儿”，天生的！没办法，山羊嘛，静不了噪声，到底应该谁来管？？？？？？
0,今年是很感动的一个生日，好多朋友莫名都记得我的生日，十二点过后就有祝贺生日的信息发送到手机。这是近几年来收到生日祝福最多的一个生日。只是，老婆到现在还没举动，我估计她是彻底忘记了，心里蛮失望了。三哥今天早上也打了电话给我祝福生日，明天就是三哥生日，不记住我的才怪，。
0,想要啊!想要这部多啦A 梦相机的，麻烦再举一次手吧
0,"你大晚上一篇围脖搞得我被得很不消停啊!!到底是你太红了还是我太红了!!!这不重要 重要的是 刚才我转台 为什么黄文星被淘汰掉了 有些个无语!!!"
0,干什么都要先吃饭！！！
0,麻布惜。做ko 的其实很简单只要会一个词就行了那就是【啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊】今日冲击三连发
0,请上高清无码正面套图！某同学说的，俺有招蜂引蝶的个人魅力，可遗憾的是木有招蜂引蝶的良好长相……对此我表示无条件的赞同！要知道“纯情”路线不是谁都能走的……
0,社长会不会太了，我们银幕上和舞台上的你，都太有型了！！！V 总V5 ！
0,。船长回来了，大家不用寂寞了，
0,拽的时候用力过猛一定会亲到的www 小静你脸凑这么近是想亲我吗www （其实每次少年漫画里看到这种桥段我都想这样吐槽啊XD ）
0,"去大家乐打包烧鸡，去味千打包饺子，然后打包一份桂米，拿去喝茶那里一起吃~ 好挣扎..中午到底吃大家乐呢 去喝茶呢 还是去吃桂米!!oh  我还想去吃个味千拉面 怎么办?如果能一次满足我4个愿望就好了.!!"
0,分享图片好有爱呀！
0,都好好遵守了。吳 彥 祖婚宴中
0,"这个确实是假的地球引力都不起作用世界大波 老王专用.假球!分享图片伍冰珊的那些“波波”根本就不值得一提！"
0,感性的我啊，不错满准太准了吧！这大早上的我躺在床上织围脖，本来穿的就少，这让我有被看穿的感觉…说明你是一个感性的人，做事容易凭直觉。易动情，别人的言语对你有很大触动
0,超级逼真！超级喜欢！我相信那个家伙也喜欢!【】超级逼真的单反镜头水杯。心情被打动ing 。
0,我以后也要这样有特色的婚礼啊。太棒了太赞了我也要借鉴看人家这婚礼的片头做的，太温馨了！！太有创意了！！！
0,俩LOLI 激萌啊这两是这剧唯二的亮点泪奔今天早上会被萌坏的==loli
0,恶搞，恶搞啊强烈支持！这家裁缝店的老板胆子不小！
0,恋人，象小猫咪，你得一直对她好，才有可能留下她；朋友，象小狗狗，只要你对他好过，他就会一直认你。
0,"好想身边多一个这样的“她”啊！早上不吃饭 她就不让你上班；深夜你还没回家 她就电话追个不停；你总是不停的抽烟 她就收起你的香烟；你过马路不走人行道 她就唠叨个没完；每天下班回家 她就像蜜蜂一样 围着你转；你问她一个新鲜事 她一口气说出十个…你说 她真的很烦！其实 这是你一生中最幸福的时候 而你自己却不知道。午安"
0,回复鬼片。回复吃了晚饭就回家。找部片子看。……鬼节禁忌1、姓名勿直呼2、别拍别人肩膀3、不可吹口哨4、不要去游泳5、不可偷吃祭拜的祭品6、床头不挂风铃或有响声的物品7、夜晚不去荒郊野外8、地上的零钱及红包不要随便捡9、路经丧事场所，不可冒犯10、忌乱踩冥纸或乱烧冥纸；11别乱靠墙休息。12、收好衣服防鬼“借”13、别乱照相。见者保平安！
0,哇宝宝好漂亮啊，哇宝宝好聪明啊。人家常说，美女没脑袋，但是宝宝的出现完全否定了这句话。宝宝又聪明又美丽，宝宝好V5 ，宝宝好爱你。
0,721见证奇迹的时刻。
0,早上上QQ 就收到这张图片，心情好好！某人，这样我会情不自禁的！
0,邀请各位互联网精英朋友多多关注！
0,好想捏一捏哦！用这种硅胶手术，可瞬间形成8块强大腹肌！！
0,洋气的导演烟斗导演！赖水清。。。
0,拍得很美！存纪录片Babies ，找到完整的啦！哈哈哈，爱，爱，爱
0,我会忘了你，但会记住自己曾经的爱。如果我回忆起你，不是因为放不下你，而是因为放不下爱。
0,真是万能！领导讲话的万能模板，推荐诸位领导收藏。
0,"哈哈哈 当然是黄晓明喽...当然是我家晓明帅喽。梁朝伟，张东健，金城武，吴彦祖，刘德华，元彬，胡歌，黄晓明，你会选谁呢？"
0,回复哈哈，忘了这个，但美欧可不休市。继续看表演。明日周六。休市。章鱼哥周末休息。从2424.77到2424.27，终于没能涨1个点。但其实昨晚美股已给足了高盛承销的农行面子。明日如何，快问章鱼哥！7月15日，尽管A 股依旧不争气地跌了1.87%，但国际股市还是友情赞助了农行的体面上市，收盘时，它比发行价涨了一分钱，维稳成功。但今晚明晨的国际股市显然不想再给明日港股上市的农行面子了。大跌中……若跌势维持，则明日港股哀股均不乐观。农行，将拉低整个银行地产板块的估值重心。
0,落伍与被淘汰，本身就是相对的！没关系，另“定个标准”，你就又是“第一”了！当下的社会，本来就不是拼实力；而是拼“标准”——另起一行，永远领先！刚一转身，便落伍了；才一闭眼，便被淘汰了。时代的车轮太快了！
0,好可爱呀我想喝~ ~ ~ ~ ~ 并且把瓶子留下来当装饰~ 哈哈哈不喝coca 的我看到这个都忍不住没亏我喜欢可口可乐太可爱太想尝一口啦！！！！！（分享)
0,回复我不明白这花还有绿色的，不知道为什么。这菊花长得像虫子似的，颜色艳。转哈哈。。好就是好啊！[一年好景君须记，最是橙黄橘 绿时。]（苏轼《赠刘景文》）分享图片
0,回复挺顺溜的！撒过娇、出过轨、勾引领导下过水；装过神、弄过鬼，跟别人老公亲过嘴；傍过款、出过洋，带着网友开过房；翻过窗、跳过墙，一夜睡过三张床。朋友发的短信，博大家一笑，呵呵~ ~
0,少点得了，就250吧刚开微博，为回馈各位，特拿出一批windows mobile 智能手机来报答您对我的关注，牌子为夏新，型号：E850 ，图片及功能上网上搜既可，现特价255，觉得可以您联系本人QQ：491191093 或电话：0755-83265120著明微博，谢谢大家！活动机只有十台，望从速！
0,感动~ ~ 高三女生写的红遍网络的歌——高中留给太多太多人美好的回忆，很温暖的一首歌，闭上眼...用心聆听...
0,今晚支持金像獎 ，今晚要看金像獎 。
0,有个女孩，爱了5年，还是要继续爱下去。。。她很棒！！！不解释！！！
0,感动，最后的风声主题曲很精彩，文字也很棒！做得很精致。看得出亲的用心~ 为洛熙转！自己制作的泡沫MV 洛沫 篇婚礼进行曲官网：明吧：泡吧：我来交作品
0,系喔，呢个正好多喔哩个版本正啊！狼閚 年前的剧情宣传片。D 内容完全都唔一样嘅 ！！奇怪奇怪！！！
0,哈哈哈哈，我有预感饺子去对面水会乱搞的，到时时候你和曾家可以做亲家哎…终于还是要分开！曾暗下决心不离不弃、只是现在还是不得不将牠 放逐到＂ 对面水＂ …请你体谅，我真的不是不要你、饺子我的爱犬，你要好好的活！等我接你。加油！！！
0,最忙的时候终于过去了，这个月天天加班，简直快崩溃了。今天有时间上上网了，心情不错。
0,给他们两口子笑到掉牙~ 掉惨了~ ~ ~ 中招的阿牛...
0,双鱼最多优点，同时也有最多缺点，唉~ 天蝎。我居然是最后一名、1，太好了天秤座。第5名：巨蟹座。第6名。金牛座。第7名：双子座。第8名：狮子座。第9名：射手座。第10名：白羊座。第11名：摩羯 座。第12名：天蝎座
0,對 說 ：很久不見 呀.....還 記 得我嗎
0,分享图片超级减肥衣.
0,"跪求好运！！！！我就不信我永远不中！全国-在七夕和Coach iPod 拉手吧！仅售-1元!原价1198元的新款iPod nano 一台!nano: 方法一:此条微博并评论到本贴留底;方法二:关注拉手网或拉手网各分站账号;我们将从者和粉丝当中分别抽取一位 分别赠送一台iPod nano ！"
0,人这一生，好的爱情也许只有一次，或者一次都没有，一旦遇上，是彼此的福气，千万不要错过。一个好男人的事业与财富不是天生俱来的，而是靠实力打拼出来的。
0,: 好棒！: : 辛苦了: 谢谢: 团魂熊熊燃烧中: 无【相信相随不离不弃】蓝家妞在拼命按住风中凌乱的小七百。只有按过的才知道有多重..蓝家妞最让人感动了T3T
0,昙花一现一现----超短暂的美？！美啊~ 这就是我以前收藏的那个昙花开放的过程。抄送@ 范小吕
0,要是抱两球就成嘿嘿…：）我亲爱美丽又可爱的四儿~ > < ~
0,噗……据说这是微博的起源
0,这帽子快掉下来了、。。美女！潮女！宝宝！心肝！美女~ ~ 来来来~ ~ 轉 發 微博。铜仁接机
0,"阿伍在香港电影节看到[佳期如梦]的画册在推广 立刻上手机msn 向我汇报. 早点开播吧!"
0,。长这么大，你一定对某人说过“我喜欢你”吧，那你得到的答案是什么呢？某人给我的答案是“嗯，我也挺喜欢我自己的！”大家快来说说表白后得到的答案...
0,强: 土的叫端庄。。。这个。。。。: 突然发现全广州都是美人: 女童鞋们，快来对号入座啊！妖 的叫美女，刁的叫才女，木的叫淑女，蔫的叫温柔，凶的叫直爽，傻的叫阳光，狠的叫冷艳，土的叫端庄，洋的叫气质，怪的叫个性，匪的叫干练，骚的叫有味道，嫩的叫青春靓 丽，老的叫丰韵犹存，浪的叫众星捧月，牛的叫傲雪凌风，闲的叫追求自我，弱不禁风的叫小鸟依人，长得不像女人的叫超女！
0,晚上回办公室取东西见到MS GU ，嘻嘻哈哈说自己喝多啦！嗯，其实除了有点酒味儿，还真没看出来。不禁想起自己喝多了以后那些各种威武事迹！我是喝得越大越细致滴银。
0,回复嗯，我期待着湘湘回大本营的舞台好期待湘湘复出和何老搭档呵呵。以后会有很多次湘湘和炅 炅 第一次微博互动，终于等来了
0,我笑崩了，快不行了！估计这个客服小姐早就崩溃了！
0,"改变自己...果真将自己"" 改变"" 啦...环境也就会跟着改变了~ ~ 其实，我觉得自己的脾气已经好多了，很多当时看了很不舒服的事告诉自己要忍忍，再忍忍，就这样，发飙 的可能就被自己化解了。。。"
0,安全，第一~ 猴急................................
0,支持好活动【本周送好礼】Jollyshandy 让你醉甜蜜！本期我们要送出时尚钢带表，热爱潮流的你怎可放过！即日起，只要成为的粉丝，此微博并位好友以上，就有机会得到！活动在11月8日截止，我们将会在粉丝中随机送出。（获奖名单将在11月10日公告出）
0,桃花！90……哎，不要师弟啦！！24？我绝望了、、12星座年底前的桃花指数~ ~ 【12星座年底前的桃花指数】------白羊—53分；金牛—85分；双子—72分；巨蟹—96分；狮子—24分；处女—79分；天秤—31分；天蝎—67分；射手—43分；魔羯 —90分；水瓶—28分；双鱼—58分。
0,有趣看似平凡的男士领带，原来还是一个开瓶器，最适合下班出席朋友派对时酷一下！
0,这个靠谱哈哈哈笑死我了嫁人就嫁这样的男人。
0,票底下——那是什么？！那是什么？！我喜欢围脖，没想到我能认识话剧的制作人，哈哈。是话剧《李红的夜晚》的制作人。于是在我买过票看过一场的情况下，昨天又有幸看到了首轮末场《李红的夜晚》。寿星今天过的好么？生日马上就要过去啦，送你个礼物。你多了个铁杆粉丝，等你的新话剧。来，击下蟹钳～
0,我在做签售前的热身，童鞋们多帮我转啊，我会发一些独家照片给大家看的，哈哈哈哈
0,"很有腔调的宝宝喔这个妈妈和这个小宝宝都可爱极了~ : 岂止是帅呆了，可爱极了！不知道是不是天下所有的妈都这么自恋自己的娃 俺是真的觉得 我家老二乐乐Yueyue  帅呆了啊!"
0,对说：献给最无私奉献的牙牙同学。。。
0,我哋 真系friend 来啊嘛！谢谢所有祝福我父亲的朋友，虽然我们之间或许相距很远、或许很近、就算面对面也互不相识，但我知道：我哋 真系friend 来啊嘛！这还有合影的必要吗？
0,这次的预测终于准了现在南非的气温太低了，这点有利于朝鲜啊！今晚的预测要改一下了，巴西2：1朝鲜2斯洛伐克，科特迪瓦1：2葡萄牙，巴西3：0朝鲜。欢迎跟进。@ 十年一遇
0,绿色环保9月26日新帖【10种植物功效】在办公室放置绿色植物，一方面美化办公室的环境，另一方面轻松感受田园的气息。办公室的美眉帅哥们，看看让你生活更健康更具活力的绿色植物吧我选的是绿萝 、仙人掌我养了芦荟 消灭细菌和病毒。7富贵竹：适合卧室改善空气。8发财树：抵抗烟草废气。9绿萝 ：改善空气质量。10仙人掌：减少电磁辐射。
0,太萌了好可爱哦
0,"虱 多不痒 债多不愁."
0,身长ps 的老赞的，我喜欢空姐的臀部欧洲第三大航空公司分享图片Air Comet 航空公司破产后，该公司的空中小姐裸体讨薪。各位，还要更多照片莫？
0,不知要拍成这样干吗？尺度惊人牛！！！吴克羣 《没关系》给你好看！
0,【感悟】人生可以定位，但不能被定型。这样你就赢得了心灵的自由和感受幸福的能力，一个自由的心灵才能真正把你的人生带到更精彩的境界。
0,去洗个澡澡，然后出去们~ ！嘿嘿。晚上见，亲爱的们~ ~ ~ ~
0,"好活动 支持之【微博活动9月15日第二弹】由世博英国馆指定用车MG6 ，豆瓣英国展团共同举办的英伦风街拍大赛正在火热进行中，关注+此条微博，每天3个防水lomo 相机等你来拿！活动详情更多作品："
0,经典！1.世界上没有快乐的地方，只有会快乐的人。2.幸福是一种感觉，与贫富无关。3.眼内有尘三界窄，心头无事一床宽。4.知足是真正的富有，苛求是真正的贫穷。5.任何解决不了的难题，时间都能把它化解。6.一个微笑易如反掌却可使人如沐春风，一句良言不费分文却可使人一生受益
0,猫猫是坚强的，Fighting ---可怜的猫猫，要坚强活下去猫有9条命！再次证明！
0,我不会脸红的双子双子~ ~ 变化多端那天德育课做了个心理测试最后一个是现实型双鱼就是双鱼梦幻！1白羊--聊天百无禁忌；2金牛--耍笨魅力；3双子--变化多端；4巨蟹--脸红红害羞模样；5狮子--豪迈率真；6处女--公主般贵族气质；7天秤--犹豫思考；8天蝎--双眼的电力；9射手--聪明活泼；10摩羯 --温柔亲切；11水瓶--纯天然搞怪；12双鱼--梦幻气质。
0,嗯呢，表客气，表不好意思～～～这几天大降温，周围感冒生病的人较多，大家注意随时随刻随手随地加减衣物，该穿就穿，该脱就脱，可表要不好意思啊~ ~
0,哎呀，被别人抢先啦，你要不到了也是我的大爱，我早就看上，还没来得急问雯婕要我大爱的眼镜啊的确是我的！不过现在是她的了！哎哟！你的衣服和墨镜被搜狐二姐给抢了！徐gaga 驾到！
0,什么嘻嘻。月神想不出大家帮想想这张地图大家能起个什么名字
0,不用着急。静静地等待梦想长大。很喜欢。“不用着急。静静地等待梦想长大。”（如果可以速成的话，那还有什么珍贵的呢？如果不用等待，也就不美好了吧？如果不用努力就可以得到，那还叫什么梦想呢？兔子先生想要和梦想一起长大。）
0,薇哥谁这么有柴: 最爱这张可爱小表情了啊！阿正好可爱的表情！
0,00直播红牛新能量音乐计划发布会（直播间）敬请留意啦！
0,我整个都快融化了，他唱nothing ' s gonna change my love for you 的时候，我真的超级受不了
0,回复是不是集万千宠爱于一身涅？！~ ~ 难怪小米那么粘小麦呢！！哈哈~ ~ 那就素：难以抵御诱惑+含蓄内敛=三眼皮那么偶们三眼皮怎么说呢？？~ ~ 吾儿是内双大眼睛啊~ 内双的小眼睛飘过~
0,我在上网，奋斗在楼上嬉戏、豆芽手舞足蹈的躺在边上~ 没有老公在身边的日子也很惬意！！！
0,"酷啊完美的身材卡卡最近很爱插腰 怎么越看越潮 越看越帅分享圖 片又見 帥 氣 插腰男~ ~"
0,噢噢，我也是，单身就单身吧。。。现在还挺好的~ ~ ~ ~ 我怎么就是单身达人了。我（性感达人）。
0,我笑了，跟大伙一起笑的，这位大叔真悲剧了～只有强奸犯才能听懂的笑话，你笑了吗？
0,太幽默了！挨砖拍的家伙们这样的“专家”，满大街都是。砖家放的屁臭不臭，具体得等到他放完才知道！【专家】今年是暖冬还是冷冬？来看看砖家的意见。。。
0,所谓狗仔队，最高境界不过如此了（四）——贝瑞在家把小金人涂黑了，这个才是真正的种族主义吧，还是这姐们也寂寞了
0,回复公共场合指什么呢，大街上算不算，哈哈我就不信，他公共场合卖烟，他能禁烟，早晚作废！兄弟，你先帮我看着老师！
0,图还是有点看不清楚我们公证了金山李铁军发的所谓“公园门”截图，图中的最后一位即为超级兔子总经理的原发微博。注：超级兔子用金山贝壳云查杀
0,回复呵呵我刚来的时候读书现在差不多工作一年了原来你是老师啊。。。哇。。。老师您好。。。作为老师，最害怕的事情之一就是遇到不可理喻的家长！我们的工作已经够辛苦了，家长不但不能理解和支持，还只是把老师看作是高级保姆！即使是自己的孩子存在问题，也宁愿相信只是老师的工作没有做好！真是悲哀！
0,祝福【这样的爱情】结婚已有72年的老夫妻，在丈夫临终前办了第二次结婚仪式而圆满结束在人世间的婚姻生活。93岁的波登得知自己的时间不多，他想到要给自己夫人最后一个惊喜，因此建议临终前再举办结婚仪式。87岁的秀儿很高兴的接受了丈夫建议，就在丈夫的病床前举行了结婚，给周围人带来深深的感动与羡慕。
0,呢一刻好想接吻！
0,呢张相睇来，妈妈原来我真系肥左~ ~ 要去减肥先得啦~ ~ 但我觉得我依然甘靓 仔~ ~ 个眼神依然甘杀食~ ~
0,闭眼吧。。同意。那叫行为堕落、思想意识。。。石家庄街头热吻大赛长吻2小时25分获冠
0,。摄影师拍到的邪恶日落，牛魔王驾临人间。。。。（）
0,奇怪没喇叭么好好笑！
0,还可以和NIKE 合作，JUST JUMP IT ！智联招聘的超强悍广告~ “想跳就跳跳的闪亮！”~ ~ (转自QQ 群)
0,今天手机报上那个王宝强的哪吒造型，彻底笑喷了
0,我们都是猫咪族！猫叔是亮点神态一致啊~ 瞧我们帽子多潮~ ~
0,吃饱了回到家，发现通往后院的玻璃门上贴着这么个翠绿的小家伙。足足贴在上面1个多小时，是到狗狗出去上厕所，才一跳一跳跑走了。
0,她的笑容是最美的！帅惨啦~ ！阿SA 来了~ ~ ~
0,俺亲自把手放在的肚子上，感觉到了宝宝在动，太神奇了~ ~
0,说得太好！。这是一场内容格外丰富的比赛，场上球员中有球星、有战士、有杀手、有演员、有骗子……场面上有精彩的进球，也有无聊的冲突，一个90分钟，甚至折射着整个世界。
